NOC,Year,Sport,Omega
CUB,2000,Taekwondo,0.43819594991280275
CUB,2000,Volleyball,0.0025033904809601743
CUB,2000,Weightlifting,0.3052530831386324
CUB,2000,Wrestling,0.1559238099995956
CUB,2004,Archery,0.1815036850922839
CUB,2004,Athletics,0.12971754928915052
CUB,2004,Beach Volleyball,0.1874074609301326
CUB,2004,Boxing,0.3915645373225516
CUB,2004,Canoeing,0.44159572318559914
CUB,2004,Cycling,0.3239292681942697
CUB,2004,Fencing,0.38262116457773554
CUB,2004,Gymnastics,0.3878166525489371
CUB,2004,Judo,0.07014307126839964
CUB,2004,Rowing,0.4103983235534656
CUB,2004,Shooting,0.3198780163945896
CUB,2004,Taekwondo,0.1531746936557308
CUB,2004,Volleyball,0.09584274374191183
CUB,2004,Weightlifting,0.4611718082132953
CUB,2004,Wrestling,0.05842407480586687
CUB,2008,Archery,0.6438238550958204
CUB,2008,Athletics,0.22742311096523754
CUB,2008,Beach Volleyball,0.4847525818047339
CUB,2008,Boxing,0.5745978587356076
CUB,2008,Canoeing,0.3430854953119208
CUB,2008,Cycling,0.49748112539694106
CUB,2008,Fencing,0.4695237616924979
CUB,2008,Judo,0.12316146831134472
CUB,2008,Modern Pentathlon,0.6213911540319312
CUB,2008,Rowing,0.2885487008263329
CUB,2008,Shooting,0.7892826479052886
CUB,2008,Taekwondo,0.35653877433133124
CUB,2008,Volleyball,0.41208536015634484
CUB,2008,Weightlifting,0.5542439320284755
CUB,2008,Wrestling,0.3800549643617496
CUB,2012,Archery,0.705827996771168
CUB,2012,Athletics,0.2785061355158862
CUB,2012,Boxing,0.36138072510566366
CUB,2012,Canoeing,0.7499442787580854
CUB,2012,Cycling,0.3731702540190399
CUB,2012,Judo,0.6825464313575212
CUB,2012,Rowing,0.39266202322152355
CUB,2012,Shooting,0.49683087941476667
CUB,2012,Table Tennis,0.3886138194695642
CUB,2012,Taekwondo,0.8142063054773474
CUB,2012,Weightlifting,0.4504992946562013
CUB,2012,Wrestling,0.5903950087238781
CUB,2016,Archery,0.6270058928260713
CUB,2016,Athletics,0.0
CUB,2016,Badminton,0.4677770614519543
CUB,2016,Beach Volleyball,0.6837194450477218
CUB,2016,Boxing,0.3434845255948374
CUB,2016,Canoeing,0.15873562645649059
CUB,2016,Cycling,0.7125289928779048
CUB,2016,Fencing,0.5856449868750597
CUB,2016,Gymnastics,0.22197981465272063
CUB,2016,Judo,0.20172919723559696
CUB,2016,Modern Pentathlon,0.7669246590095068
CUB,2016,Rowing,0.580264971215302
CUB,2016,Shooting,0.7364207352095395
CUB,2016,Table Tennis,0.5525412735487274
CUB,2016,Taekwondo,0.5601898125758099
CUB,2016,Volleyball,0.26064041586723147
CUB,2016,Weightlifting,0.3483809127269593
CUB,2016,Wrestling,0.45685497134161807
CUB,2024,Archery,0.6366752225090837
CUB,2024,Athletics,0.30000000000000004
CUB,2024,Beach Volleyball,0.5323243624505887
CUB,2024,Boxing,0.23110502759719026
CUB,2024,Cycling Road,0.15282829131761502
CUB,2024,Judo,0.5710713077477559
CUB,2024,Modern Pentathlon,0.4316912516938793
CUB,2024,Rowing,0.5077815580701541
CUB,2024,Shooting,0.42097722314392416
CUB,2024,Table Tennis,0.3397747930364541
CUB,2024,Taekwondo,0.35362446048077445
CUB,2024,Weightlifting,0.3866923592449802
CUB,2024,Wrestling,0.3319633473751844
CUB,2020,Artistic Gymnastics,0.3892440101017761
CUB,2020,Athletics,0.056690585652785896
CUB,2020,Beach Volleyball,0.2722282633775488
CUB,2020,Boxing,0.6157099949332601
CUB,2020,Cycling Road,0.6393640513860656
CUB,2020,Judo,0.2208641531292754
CUB,2020,Modern Pentathlon,0.7500906967638514
CUB,2020,Rowing,0.5494423759935594
CUB,2020,Shooting,0.3239082662340726
CUB,2020,Table Tennis,0.23020890201919997
CUB,2020,Taekwondo,0.455037296895455
CUB,2020,Weightlifting,0.7094350924987078
CUB,2020,Wrestling,0.30442559933331215
CUB,1904,Athletics,0.0
CUB,1904,Fencing,1.0
CUB,1928,Athletics,0.0
CUB,1948,Athletics,0.4556334721118133
CUB,1948,Basketball,0.756418618269254
CUB,1948,Cycling,0.39781811436987075
CUB,1948,Fencing,0.30000000000000004
CUB,1948,Gymnastics,0.5314724452390938
CUB,1948,Rowing,0.5107927094175236
CUB,1948,Sailing,0.38088145408146823
CUB,1948,Shooting,0.4617576101869778
CUB,1948,Weightlifting,0.3559259332735941
CUB,1948,Wrestling,0.5012064803844904
CUB,1952,Athletics,0.0
CUB,1952,Basketball,0.0
CUB,1952,Fencing,0.0
CUB,1952,Gymnastics,0.0
CUB,1952,Sailing,0.0
CUB,1952,Shooting,0.0
CUB,1952,Weightlifting,0.0
CUB,1956,Athletics,0.0
CUB,1956,Gymnastics,0.0
CUB,1956,Rowing,0.0
CUB,1956,Sailing,0.0
CUB,1960,Athletics,0.0
CUB,1960,Boxing,0.0
CUB,1960,Fencing,0.0
CUB,1960,Gymnastics,0.0
CUB,1960,Sailing,0.0
CUB,1960,Weightlifting,0.0
CUB,1960,Wrestling,0.0
CUB,1964,Athletics,0.5511883569054044
CUB,1964,Boxing,0.22680073157393085
CUB,1964,Fencing,0.18413139333133738
CUB,1964,Gymnastics,0.7280501440750472
CUB,1964,Rowing,0.6034486746173751
CUB,1964,Weightlifting,0.4873483329771449
CUB,1968,Athletics,0.6834967116035934
CUB,1968,Basketball,0.7209768022383125
CUB,1968,Boxing,0.2785305255316278
CUB,1968,Cycling,0.5854606462340768
CUB,1968,Fencing,0.9443293406745005
CUB,1968,Gymnastics,0.10136789833429508
CUB,1968,Rowing,0.598028340125836
CUB,1968,Shooting,0.4596686924655017
CUB,1968,Weightlifting,0.22907682032054122
CUB,1968,Wrestling,0.19362384429780263
CUB,1972,Athletics,0.3943496264264972
CUB,1972,Basketball,0.37088989089787144
CUB,1972,Boxing,0.7524303564166358
CUB,1972,Canoeing,0.435804238459667
CUB,1972,Cycling,0.5051076493213581
CUB,1972,Fencing,0.18979737023607354
CUB,1972,Gymnastics,0.0
CUB,1972,Judo,0.3810878324384058
CUB,1972,Rowing,0.4508753941029431
CUB,1972,Shooting,0.2717609742672098
CUB,1972,Volleyball,0.0931149220782369
CUB,1972,Weightlifting,0.40168331008056357
CUB,1972,Wrestling,0.34047254212606465
CUB,1976,Athletics,0.0
CUB,1976,Basketball,0.08569357495775429
CUB,1976,Boxing,0.12695345588468843
CUB,1976,Cycling,0.6060984333624081
CUB,1976,Fencing,0.11958715757230826
CUB,1976,Football,0.3654155999295214
CUB,1976,Gymnastics,0.014361972326870476
CUB,1976,Judo,0.26803811247782855
CUB,1976,Rowing,0.3341913035793274
CUB,1976,Shooting,0.47421755327624365
CUB,1976,Volleyball,0.16205682877424904
CUB,1976,Weightlifting,0.5368477746712921
CUB,1976,Wrestling,0.6626151656745549
CUB,1980,Athletics,0.030033444156854716
CUB,1980,Basketball,0.2672400331747711
CUB,1980,Boxing,0.5914437859268598
CUB,1980,Canoeing,0.21647631270471254
CUB,1980,Cycling,0.46439731052097194
CUB,1980,Fencing,0.054164514151609326
CUB,1980,Football,0.4160370028755711
CUB,1980,Gymnastics,0.0077815460457412245
CUB,1980,Handball,0.11541567856608143
CUB,1980,Judo,0.2432828154115546
CUB,1980,Rowing,0.2808398095484129
CUB,1980,Sailing,0.6317179048174599
CUB,1980,Shooting,0.27431796064868025
CUB,1980,Volleyball,0.18757891001579954
CUB,1980,Weightlifting,0.46049107796202526
CUB,1980,Wrestling,0.04831543320854283
CUB,1992,Athletics,0.0
CUB,1992,Basketball,0.44848535390369443
CUB,1992,Boxing,0.700305612789834
CUB,1992,Canoeing,0.5480013072929726
CUB,1992,Cycling,0.5404104498828753
CUB,1992,Fencing,0.5760936360098606
CUB,1992,Judo,0.1348920402309739
CUB,1992,Rowing,0.31880794807896884
CUB,1992,Shooting,0.22363680277772302
CUB,1992,Table Tennis,0.10510356139127525
CUB,1992,Volleyball,0.018335931620440962
CUB,1992,Weightlifting,0.4957317130669467
CUB,1992,Wrestling,0.17473894684406152
CUB,1996,Athletics,0.0
CUB,1996,Basketball,0.6055297988795155
CUB,1996,Beach Volleyball,0.7586818384814124
CUB,1996,Boxing,0.3076317571601126
CUB,1996,Cycling,0.1765711268940852
CUB,1996,Fencing,0.44336700491519787
CUB,1996,Judo,0.38453958348173056
CUB,1996,Rowing,0.5707883217008125
CUB,1996,Sailing,0.48070416470841737
CUB,1996,Shooting,0.2871480585158877
CUB,1996,Volleyball,0.629059206859503
CUB,1996,Weightlifting,0.46746289295301635
CUB,1996,Wrestling,0.5101379548320983
CUB,1900,Fencing,1.0
CUB,1924,Fencing,0.0
CUB,1924,Sailing,0.0
CYP,1992,Archery,0.0
CYP,1992,Athletics,0.0
CYP,1992,Judo,0.0
CYP,1992,Rhythmic Gymnastics,0.0
CYP,1992,Sailing,0.0
CYP,1992,Shooting,0.0
CYP,1992,Wrestling,0.0
CYP,2008,Archery,0.0
CYP,2008,Athletics,0.0
CYP,2008,Sailing,0.0
CYP,2008,Shooting,0.0
CYP,2008,Weightlifting,0.0
CYP,2020,Artistic Gymnastics,0.0
CYP,2020,Athletics,0.0
CYP,2020,Cycling Road,0.0
CYP,2020,Sailing,0.0
CYP,2020,Shooting,0.0
CYP,2024,Artistic Gymnastics,0.1749689476521602
CYP,2024,Athletics,0.7601690197838104
CYP,2024,Cycling Road,0.6785002732772137
CYP,2024,Fencing,0.7253990049391535
CYP,2024,Judo,0.36794718157787354
CYP,2024,Rhythmic Gymnastics,0.5304971574977234
CYP,2024,Sailing,0.3023806729151503
CYP,2024,Shooting,0.047689922848638475
CYP,1984,Athletics,0.0
CYP,1984,Cycling,0.0
CYP,1984,Judo,0.0
CYP,1984,Shooting,0.0
CYP,1988,Athletics,0.0
CYP,1988,Judo,0.0
CYP,1988,Sailing,0.0
CYP,1988,Shooting,0.0
CYP,1996,Athletics,0.0
CYP,1996,Sailing,0.0
CYP,1996,Shooting,0.0
CYP,1996,Wrestling,0.0
CYP,2000,Athletics,0.0
CYP,2000,Sailing,0.0
CYP,2000,Shooting,0.0
CYP,2004,Athletics,0.0
CYP,2004,Cycling,0.0
CYP,2004,Judo,0.0
CYP,2004,Sailing,0.0
CYP,2004,Shooting,0.0
CYP,2004,Tennis,0.0
CYP,2012,Athletics,0.32768072277186133
CYP,2012,Cycling,0.6032261059133862
CYP,2012,Rhythmic Gymnastics,0.43971157804233074
CYP,2012,Sailing,0.08118410793287664
CYP,2012,Shooting,0.3328442580915428
CYP,2012,Tennis,0.4854038463252087
CYP,2016,Athletics,0.0
CYP,2016,Cycling,0.0
CYP,2016,Gymnastics,0.0
CYP,2016,Sailing,0.0
CYP,2016,Shooting,0.0
CYP,1980,Judo,0.0
CYP,1980,Sailing,0.0
CZE,2008,Archery,0.26682554183512974
CZE,2008,Athletics,0.03426540034741482
CZE,2008,Badminton,0.512837020020127
CZE,2008,Basketball,0.22073821104647212
CZE,2008,Canoeing,0.5047856589365137
CZE,2008,Cycling,0.1561122537110272
CZE,2008,Equestrianism,0.9
CZE,2008,Gymnastics,0.16927362105041865
CZE,2008,Judo,0.3032609308568237
CZE,2008,Modern Pentathlon,0.566787186072318
CZE,2008,Rowing,0.0
CZE,2008,Sailing,0.05566123415120955
CZE,2008,Shooting,0.08225343960865507
CZE,2008,Table Tennis,0.4824035025136423
CZE,2008,Tennis,0.571573997952956
CZE,2008,Triathlon,0.3417405075228732
CZE,2008,Weightlifting,0.6829283757677141
CZE,2008,Wrestling,0.9015342181522387
CZE,2020,Archery,0.8287735633979639
CZE,2020,Artistic Gymnastics,0.2706981554868728
CZE,2020,Athletics,0.0
CZE,2020,Basketball,0.45344538394638007
CZE,2020,Beach Volleyball,0.3078377727470309
CZE,2020,Cycling Mountain Bike,0.6044994345926502
CZE,2020,Cycling Road,0.14603017988377875
CZE,2020,Cycling Track,0.8612135403786871
CZE,2020,Equestrian,0.49179321632064643
CZE,2020,Fencing,0.593218305001356
CZE,2020,Golf,0.3267361101102078
CZE,2020,Judo,0.46292180678715794
CZE,2020,Modern Pentathlon,0.4486861577433993
CZE,2020,Rowing,0.017693818688375232
CZE,2020,Sailing,0.678174675024869
CZE,2020,Shooting,0.06668477771797898
CZE,2020,Sport Climbing,0.2721265553219743
CZE,2020,Table Tennis,0.7127410524627359
CZE,2020,Tennis,0.1303777926639739
CZE,2020,Triathlon,0.28762031238823227
CZE,2020,Weightlifting,0.8497244156555671
CZE,2020,Wrestling,0.39706130808584394
CZE,2024,Archery,0.39502499709619765
CZE,2024,Artistic Gymnastics,0.1304300256922899
CZE,2024,Athletics,0.055704189507174554
CZE,2024,Badminton,0.41798593632628633
CZE,2024,Beach Volleyball,0.38617018780497503
CZE,2024,Cycling BMX Freestyle,0.2926843489903754
CZE,2024,Cycling Mountain Bike,0.6096653081958452
CZE,2024,Cycling Road,0.5585514507202796
CZE,2024,Cycling Track,0.8131761700929887
CZE,2024,Equestrian,0.47306387086070567
CZE,2024,Fencing,0.15803528874309583
CZE,2024,Golf,0.28702568708675325
CZE,2024,Judo,0.32281936779817544
CZE,2024,Modern Pentathlon,0.6043710578698489
CZE,2024,Rowing,0.3644920227381272
CZE,2024,Sailing,0.5650713676293138
CZE,2024,Shooting,0.17613759813070665
CZE,2024,Sport Climbing,0.42666877478517123
CZE,2024,Table Tennis,0.9149151865734044
CZE,2024,Taekwondo,0.3569003895490413
CZE,2024,Tennis,0.02832809655229532
CZE,2024,Triathlon,0.7438164470560914
CZE,2024,Weightlifting,0.6285445826646464
CZE,1996,Athletics,0.14080082390109533
CZE,1996,Beach Volleyball,0.355550221131407
CZE,1996,Boxing,0.5879525813462413
CZE,1996,Canoeing,0.0072167932646847975
CZE,1996,Cycling,0.2256785821920397
CZE,1996,Fencing,0.5173608727873454
CZE,1996,Gymnastics,0.37565335322147003
CZE,1996,Judo,0.522996034040164
CZE,1996,Rhythmic Gymnastics,0.0
CZE,1996,Rowing,0.6973225027023179
CZE,1996,Sailing,0.02278664836616548
CZE,1996,Shooting,0.16366704450276967
CZE,1996,Table Tennis,0.7809533278943019
CZE,1996,Tennis,0.4044507692215881
CZE,1996,Weightlifting,0.7300682070149415
CZE,1996,Wrestling,0.23634895678489404
CZE,2000,Athletics,0.05020293419482636
CZE,2000,Beach Volleyball,0.302375164937179
CZE,2000,Boxing,0.5784321644970296
CZE,2000,Canoeing,0.05424211131422313
CZE,2000,Cycling,0.333091292184716
CZE,2000,Football,0.1733104763000165
CZE,2000,Gymnastics,0.18168060063755695
CZE,2000,Judo,0.3265689265965486
CZE,2000,Rowing,0.7310431254205261
CZE,2000,Sailing,0.13692932454154869
CZE,2000,Shooting,0.006654915768934417
CZE,2000,Table Tennis,0.3379340889054952
CZE,2000,Tennis,0.42605228951366203
CZE,2000,Triathlon,0.5720421456004008
CZE,2000,Weightlifting,0.5254302678006213
CZE,2000,Wrestling,0.6265378705471358
CZE,2004,Athletics,0.005457266093773644
CZE,2004,Basketball,0.25943787946974095
CZE,2004,Beach Volleyball,0.4395995699778976
CZE,2004,Canoeing,0.3919422509295997
CZE,2004,Cycling,0.06684759112279816
CZE,2004,Equestrianism,0.57374962871986
CZE,2004,Gymnastics,0.423734706882045
CZE,2004,Judo,0.4448797451568938
CZE,2004,Modern Pentathlon,0.12140588102636599
CZE,2004,Rhythmic Gymnastics,0.4318622805463332
CZE,2004,Rowing,0.49821553270038943
CZE,2004,Sailing,0.35957856501560237
CZE,2004,Shooting,0.26280943407757895
CZE,2004,Table Tennis,0.5891438922138833
CZE,2004,Tennis,0.3098831045991041
CZE,2004,Triathlon,0.3444264361384325
CZE,2004,Weightlifting,0.551999591258677
CZE,2004,Wrestling,0.6232895470180118
CZE,2012,Athletics,0.0
CZE,2012,Badminton,0.4692396725772595
CZE,2012,Basketball,0.45142057488117915
CZE,2012,Beach Volleyball,0.3345551810465859
CZE,2012,Boxing,0.7586148348766133
CZE,2012,Canoeing,0.0
CZE,2012,Cycling,0.24509311772055786
CZE,2012,Gymnastics,0.5594520952624273
CZE,2012,Judo,0.40581575547271787
CZE,2012,Modern Pentathlon,0.3342822214478882
CZE,2012,Rowing,0.4587834701550454
CZE,2012,Sailing,0.317301064305862
CZE,2012,Shooting,0.048161307918193653
CZE,2012,Table Tennis,0.44832308075693195
CZE,2012,Tennis,0.2245699851357787
CZE,2012,Triathlon,0.640239940010088
CZE,2012,Weightlifting,0.16719986449310967
CZE,2012,Wrestling,0.34724703238043003
CZE,2016,Athletics,0.0
CZE,2016,Badminton,0.3819211613464678
CZE,2016,Beach Volleyball,0.4043337782791667
CZE,2016,Canoeing,0.2566569043337935
CZE,2016,Cycling,0.08116790632493201
CZE,2016,Fencing,0.31838244380953096
CZE,2016,Golf,0.31929936857819224
CZE,2016,Gymnastics,0.24596510643161482
CZE,2016,Judo,0.8217647825407318
CZE,2016,Modern Pentathlon,0.30406070895498105
CZE,2016,Rowing,0.298248756095856
CZE,2016,Sailing,0.4317381397141405
CZE,2016,Shooting,0.19765218593541523
CZE,2016,Table Tennis,0.7122205392648603
CZE,2016,Tennis,0.25747013427647797
CZE,2016,Triathlon,0.2786102634394823
CZE,2016,Weightlifting,0.5068239438659772
CZE,2016,Wrestling,0.24303675255159574
DEN,1972,Archery,0.6432067493319038
DEN,1972,Athletics,0.0
DEN,1972,Boxing,0.2792670159480738
DEN,1972,Canoeing,0.08357432709492955
DEN,1972,Cycling,0.0
DEN,1972,Equestrianism,0.42288670835512965
DEN,1972,Fencing,0.0
DEN,1972,Football,0.0
DEN,1972,Gymnastics,0.24807005507600177
DEN,1972,Handball,0.022367205771615186
DEN,1972,Modern Pentathlon,0.2302647173981538
DEN,1972,Rowing,0.09306384170231558
DEN,1972,Sailing,0.19912442848287523
DEN,1972,Shooting,0.006885497680767573
DEN,1972,Weightlifting,0.4716871938667616
DEN,1972,Wrestling,0.429176523909481
DEN,1976,Archery,0.5988341065537108
DEN,1976,Athletics,0.6461750602968294
DEN,1976,Boxing,0.36016499575634503
DEN,1976,Canoeing,0.3427421465119171
DEN,1976,Cycling,0.3026810863996969
DEN,1976,Equestrianism,0.0834931896772273
DEN,1976,Fencing,0.0
DEN,1976,Gymnastics,0.019055423878819838
DEN,1976,Handball,0.024649554536068104
DEN,1976,Modern Pentathlon,0.5250504768568806
DEN,1976,Rowing,0.322327001288199
DEN,1976,Sailing,0.03441435516101854
DEN,1976,Shooting,0.13168841481014526
DEN,1976,Weightlifting,0.14300402745156357
DEN,1988,Archery,0.00423066007067497
DEN,1988,Athletics,0.319289710187564
DEN,1988,Boxing,0.5600943949828476
DEN,1988,Canoeing,0.011458041723047376
DEN,1988,Cycling,0.0048345792730256
DEN,1988,Equestrianism,0.2633380812771523
DEN,1988,Judo,0.5203932805972862
DEN,1988,Modern Pentathlon,0.5890302657791067
DEN,1988,Rhythmic Gymnastics,0.3756156871730243
DEN,1988,Rowing,0.19038466394410444
DEN,1988,Sailing,0.0
DEN,1988,Shooting,0.14505356844241496
DEN,1988,Tennis,0.5322528953215611
DEN,1988,Weightlifting,0.5618726743406485
DEN,1992,Archery,0.40341926917818993
DEN,1992,Athletics,0.2750932167839873
DEN,1992,Badminton,0.0
DEN,1992,Boxing,0.5156829555570912
DEN,1992,Canoeing,0.2439181471900041
DEN,1992,Cycling,0.07476485791954716
DEN,1992,Equestrianism,0.0
DEN,1992,Football,0.13250917747548127
DEN,1992,Rowing,0.005699871234907399
DEN,1992,Sailing,0.013260975371571289
DEN,1992,Shooting,0.4000686909572306
DEN,1992,Tennis,0.1704066802068586
DEN,1992,Weightlifting,0.817660686892108
DEN,2000,Archery,0.4696914030910661
DEN,2000,Athletics,0.19799077681735439
DEN,2000,Badminton,0.03258118981772321
DEN,2000,Canoeing,0.34728266406339336
DEN,2000,Cycling,0.32482385184802604
DEN,2000,Equestrianism,0.11422546204113239
DEN,2000,Handball,0.16752385339577083
DEN,2000,Modern Pentathlon,0.11104095162533567
DEN,2000,Rowing,0.3920678609005005
DEN,2000,Sailing,0.43000931526020353
DEN,2000,Shooting,0.07811640771793607
DEN,2000,Table Tennis,0.1446879917564813
DEN,2000,Taekwondo,0.3038573423964141
DEN,2000,Tennis,0.5672924987567631
DEN,2000,Triathlon,0.4109445629358824
DEN,2004,Archery,0.438006099475009
DEN,2004,Athletics,0.27076334270121954
DEN,2004,Badminton,0.010760501742733117
DEN,2004,Canoeing,0.20540257299231787
DEN,2004,Cycling,0.3063403086192923
DEN,2004,Equestrianism,0.20668919714167155
DEN,2004,Handball,0.0
DEN,2004,Rowing,0.22547787975188802
DEN,2004,Sailing,0.07247447031709711
DEN,2004,Shooting,0.28886721259381776
DEN,2004,Table Tennis,0.4774340372196164
DEN,2004,Taekwondo,0.35368411548861883
DEN,2004,Triathlon,0.615713514678991
DEN,2004,Wrestling,0.6779267488119108
DEN,2008,Archery,0.8761390143596808
DEN,2008,Athletics,0.25013448915111225
DEN,2008,Badminton,0.2671536398566331
DEN,2008,Canoeing,0.35790811163591246
DEN,2008,Cycling,0.033140302534548166
DEN,2008,Equestrianism,0.30119689262364
DEN,2008,Handball,0.11957311002982281
DEN,2008,Rowing,0.37078035714241014
DEN,2008,Sailing,0.3188877849853904
DEN,2008,Shooting,0.5666960636567442
DEN,2008,Table Tennis,0.3808354807041532
DEN,2008,Tennis,0.37571619283931373
DEN,2008,Triathlon,0.3318895008829569
DEN,2008,Wrestling,0.34453345780711975
DEN,2012,Archery,0.3280996425333138
DEN,2012,Athletics,0.34661606296720393
DEN,2012,Badminton,0.09804786392048756
DEN,2012,Boxing,0.5056933890938592
DEN,2012,Canoeing,0.19049687079317879
DEN,2012,Cycling,0.37553185210561457
DEN,2012,Equestrianism,0.28611937046353814
DEN,2012,Handball,0.02361331498568362
DEN,2012,Rowing,0.21126460714914785
DEN,2012,Sailing,0.5082121530994854
DEN,2012,Shooting,0.37470466572116756
DEN,2012,Table Tennis,0.3186923168944732
DEN,2012,Tennis,0.25458085239798034
DEN,2012,Triathlon,0.33786889146547894
DEN,2012,Wrestling,0.5191396544156195
DEN,2020,Archery,0.2995690957642503
DEN,2020,Athletics,0.0
DEN,2020,Badminton,0.07531756678837184
DEN,2020,Cycling BMX Racing,0.17314634004028365
DEN,2020,Cycling Mountain Bike,0.42675022061383244
DEN,2020,Cycling Road,0.2388607529881763
DEN,2020,Cycling Track,0.027925211310086483
DEN,2020,Equestrian,0.09058100809477586
DEN,2020,Golf,0.22137162811851166
DEN,2020,Handball,0.0551584012530017
DEN,2020,Judo,0.2993376518322302
DEN,2020,Rowing,0.20664309011861173
DEN,2020,Sailing,0.39603839937039415
DEN,2020,Shooting,0.3054724978415257
DEN,2020,Skateboarding,0.3172308162053907
DEN,2020,Table Tennis,0.225361393825796
DEN,2020,Wrestling,0.6392744839597798
DEN,2024,Archery,0.44428986448530533
DEN,2024,Athletics,0.5784620711336805
DEN,2024,Badminton,0.27257806325754985
DEN,2024,Boxing,0.532783170851212
DEN,2024,Cycling BMX Racing,0.4511480075599197
DEN,2024,Cycling Mountain Bike,0.29330582032000635
DEN,2024,Cycling Road,0.58284418150725
DEN,2024,"Cycling Road, Cycling Track",0.7632765137225506
DEN,2024,Cycling Track,0.003982810752412977
DEN,2024,Equestrian,0.10819876410332441
DEN,2024,Golf,0.5039287533139909
DEN,2024,Handball,0.0
DEN,2024,Judo,0.5454419425070315
DEN,2024,Rowing,0.09826372530674697
DEN,2024,Sailing,0.5155889045650921
DEN,2024,Shooting,0.6190021278009771
DEN,2024,Skateboarding,0.5062866161901904
DEN,2024,Table Tennis,0.2789167095336222
DEN,2024,Taekwondo,0.3144858545543406
DEN,2024,Tennis,0.50393381238407
DEN,2024,Triathlon,0.5031648972674996
DEN,2024,Wrestling,0.2232861137892683
DEN,1896,Athletics,0.8246729513699556
DEN,1896,Fencing,0.6757589961617461
DEN,1896,Gymnastics,0.2669225831014852
DEN,1896,Shooting,0.2608867704170498
DEN,1896,Weightlifting,0.4662193315339988
DEN,1900,Athletics,1.0
DEN,1900,Fencing,0.47395290629657927
DEN,1900,Shooting,0.7410418956744846
DEN,1906,Athletics,0.26745760599456425
DEN,1906,Cycling,0.4332499902567223
DEN,1906,Fencing,0.46699084225725884
DEN,1906,Football,0.22517253573826843
DEN,1906,Gymnastics,0.143810597940097
DEN,1906,Rowing,0.298598505479632
DEN,1906,Wrestling,0.6865819039813975
DEN,1908,Athletics,0.5380892883728606
DEN,1908,Boxing,0.3296002277925882
DEN,1908,Fencing,0.17840355359968643
DEN,1908,Football,0.3191194832732197
DEN,1908,Gymnastics,0.13708409015396567
DEN,1908,Shooting,0.23920907918840087
DEN,1908,Wrestling,0.16950883408921938
DEN,1912,Athletics,0.3857905960514536
DEN,1912,Cycling,0.3165125806035606
DEN,1912,Equestrianism,0.4835130013028621
DEN,1912,Fencing,0.3144040418258257
DEN,1912,Football,0.2881400123077974
DEN,1912,Gymnastics,0.05793477935113986
DEN,1912,Modern Pentathlon,0.4442115167820475
DEN,1912,Rowing,0.2688354577593831
DEN,1912,Sailing,0.79085273278129
DEN,1912,Shooting,0.07633964727064046
DEN,1912,Tennis,0.28502371465351994
DEN,1912,Wrestling,0.5209852858554344
DEN,1920,Athletics,0.2829695115121166
DEN,1920,Boxing,0.08343241264944276
DEN,1920,Cycling,0.3501275647891924
DEN,1920,Fencing,0.3832926978319817
DEN,1920,Football,0.6262817632177214
DEN,1920,Gymnastics,0.1953444450014346
DEN,1920,Modern Pentathlon,0.7452975147435755
DEN,1920,Rowing,0.24751376672334333
DEN,1920,Shooting,0.0
DEN,1920,Tennis,0.08628788094829293
DEN,1920,Weightlifting,0.5586407040120122
DEN,1920,Wrestling,0.709072613021735
DEN,1924,Athletics,0.211523692197583
DEN,1924,Boxing,0.5176155216005901
DEN,1924,Cycling,0.0
DEN,1924,Equestrianism,0.3843861164531259
DEN,1924,Fencing,0.0
DEN,1924,Modern Pentathlon,0.3856898706821299
DEN,1924,Sailing,0.5515571038848761
DEN,1924,Shooting,0.5610828377028994
DEN,1924,Tennis,0.31248623777809176
DEN,1924,Wrestling,0.30000000000000004
DEN,1928,Athletics,0.3468769154997203
DEN,1928,Boxing,0.3294732762992284
DEN,1928,Cycling,0.2877474728675184
DEN,1928,Equestrianism,0.5073717706071003
DEN,1928,Fencing,0.010382509639354463
DEN,1928,Modern Pentathlon,0.1696743843586645
DEN,1928,Rowing,0.21604034365306335
DEN,1928,Sailing,0.4798114832919859
DEN,1928,Weightlifting,0.5550664923392408
DEN,1928,Wrestling,0.512021986548622
DEN,1932,Athletics,0.4298163722834445
DEN,1932,Boxing,0.66473122105469
DEN,1932,Cycling,0.495306366596673
DEN,1932,Fencing,0.5744998936204494
DEN,1932,Weightlifting,0.32176610808482775
DEN,1932,Wrestling,0.365454405162984
DEN,1936,Athletics,0.39380354650190164
DEN,1936,Boxing,0.24954066706350206
DEN,1936,Canoeing,0.13592284399772958
DEN,1936,Cycling,0.06034425444779978
DEN,1936,Equestrianism,0.5565859655886151
DEN,1936,Fencing,0.1819742884969131
DEN,1936,Rowing,0.008480978483366326
DEN,1936,Sailing,0.4036708906437934
DEN,1936,Shooting,0.27904790902423693
DEN,1936,Wrestling,0.3906599593258392
DEN,1948,Athletics,0.26709674020664603
DEN,1948,Boxing,0.44969419409778094
DEN,1948,Canoeing,0.4023053497071796
DEN,1948,Cycling,0.39172173786400255
DEN,1948,Equestrianism,0.33529925738528216
DEN,1948,Fencing,0.4089636784982108
DEN,1948,Football,0.7083263068902672
DEN,1948,Gymnastics,0.0817505825665394
DEN,1948,Rowing,0.28272905466310444
DEN,1948,Sailing,0.37965413357551964
DEN,1948,Shooting,0.6134479899236838
DEN,1948,Weightlifting,0.3036711824807545
DEN,1948,Wrestling,0.38143194463556074
